epoch,train_loss,val_loss
63,0.095206185102077,0.05451125392210752
64,0.09525317629847407,0.055616918461520864
65,0.09466945578990402,0.05480700787054789
66,0.09460752624935405,0.054410350119566964
67,0.09438786288136525,0.054366169165200894
68,0.09250489512640406,0.054061662054286815
69,0.09325865200928977,0.053281030152276455
70,0.09256738921046306,0.05380772658449734
71,0.09215512856798595,0.05484186949540549
72,0.09305097922868484,0.05408121081555463
73,0.09065181361795721,0.0536946752950395
74,0.09143848358755985,0.05417984213432885
75,0.09080793580945011,0.05332279106918371
76,0.09111405343900125,0.05357446359857073
77,0.09096624749576548,0.0539864610157322
78,0.09117692989938433,0.052724937372685056
79,0.09021583608064322,0.052920566961323426
80,0.08973846829195153,0.05371426447899474
81,0.08932813468004372,0.05240890408661477
82,0.08973751811698026,0.052745538667905496
83,0.08972669342932425,0.05311113200533049
84,0.08965093311039236,0.05199657758324885
85,0.08936566444260244,0.05262248936589361
86,0.08798036084616526,0.05258765798096097
87,0.08865596245415586,0.0516946688271737
88,0.08753816827328156,0.051923797012953514
89,0.08782497914154982,0.05169188987851433
90,0.08857116391565703,0.05142918571476086
91,0.08715094784314384,0.05139416319046598
92,0.0879291475837548,0.051413090685320136
93,0.08689266109025595,0.05238269167661449
94,0.08794170137067381,0.0514610667332635
95,0.08655066894520892,0.05126448203052825
96,0.08657330109390093,0.05214974406610084
97,0.08731666881735385,0.051329754381392395
98,0.08729568979305755,0.05088068097739124
99,0.08577621806385363,0.051991298307261666
100,0.08664027684792541,0.05090324261423588
101,0.08655304650924302,0.051313119994309785
102,0.08548977478509345,0.05109413193308647
103,0.08573265813876167,0.0508749562015783
104,0.08539769081747073,0.05111822432867289
105,0.0852062814392419,0.050387322097762796
106,0.08453844844357274,0.05063585988039007
107,0.08518572584549415,0.050774403360836114
108,0.08497080029242086,0.04998455778879867
109,0.0842365616445112,0.04993173612448332
110,0.08365198762658956,0.05052696567933442
111,0.08386003038816445,0.05031621333934952
112,0.0851080425567993,0.05023562843779275
113,0.08460617461245512,0.050151162810863986
114,0.08343966323851905,0.05065508544154814
115,0.08326667819625347,0.04967324716411418
116,0.08386660740316584,0.050340125023212216
117,0.08451735253150482,0.050401396489386435
118,0.08399099953844295,0.04987834158171551
119,0.08500999396792867,0.049542258606403974
120,0.08295952575706476,0.049674483518355954
121,0.08303603171139219,0.05003879987932311
122,0.08320970254127578,0.04977966295878334
123,0.08283374737300661,0.05006900952808101
124,0.08262587077625629,0.048853421276542956
125,0.08285402076422761,0.04963995384112481
126,0.08321623480409543,0.048811790506722214
127,0.08287200954188938,0.049996344958745484
128,0.08178688169341151,0.04938667975434137
129,0.0822084268865317,0.048905783684893636
130,0.08155443630953829,0.04899056803387472
131,0.08198617019060273,0.0488153014692568
132,0.0821528709208162,0.04931851112291135
133,0.08106806114440597,0.04892785272181796
134,0.08119186896304785,0.04918570697026433
135,0.08119174073409417,0.04878694240096786
136,0.0811364862663599,0.048203764055933226
137,0.08029395699231766,0.04917000571285089
138,0.08073881786384787,0.048392718856246165
139,0.08143235325650011,0.049343364529778735
140,0.08168431206640554,0.04821973499443498
141,0.08081396010435096,0.048110062497930414
142,0.08151993676979491,0.048182478354823206
143,0.08023758967768733,0.04831427244364091
144,0.0797549928084194,0.04889105166276272
145,0.08053740001251687,0.048693156440085344
146,0.08072210440746903,0.048296825752814077
147,0.08066778065955023,0.048234461862831965
148,0.0804077808813747,0.04866987125572821
149,0.0805565806784941,0.0486201598573696
150,0.07982481196596715,0.047814567306385634
151,0.08113903474663173,0.04777600850436068
152,0.08047169965055476,0.04806074859008728
153,0.07966804995243393,0.04864732712752124
154,0.07971420675446424,0.04851496111027946
155,0.07967877162532756,0.04905259361852253
156,0.07991618180280406,0.048323292534614724
157,0.08027636878869664,0.04865043475199094
158,0.0795019166627929,0.048372385822739894
159,0.07958516105949805,0.04817834413512335
160,0.08019513342131954,0.047812153007642424
161,0.07927791701500195,0.04821567337594958
162,0.07945921120860255,0.04758297993245462
163,0.07938331608097417,0.04803729787632161
164,0.08046850052483663,0.0481240019243045
165,0.08069320540215265,0.047592537850595
166,0.07936226153584934,0.048267171215390696
167,0.0794516675851475,0.048436839940685074
168,0.07850334873728955,0.04799575466556079
169,0.07956458071860782,0.04818983464907091
170,0.07884231074808508,0.04783552141811379
171,0.07812819214755748,0.047132488299326716
172,0.07948514118930038,0.04785429708528141
173,0.07881337844754652,0.047648826837358285
174,0.07840678917790081,0.04748718782225471
175,0.07858762721518889,0.04739802007178526
176,0.07864573009937352,0.04735936480220033
177,0.07885097440308661,0.047375359019798544
178,0.0777900753885518,0.04730711194640677
179,0.07868202273672116,0.047277500677221224
180,0.07866497117817021,0.04731022489919796
181,0.07930517111767688,0.047057839268075934
182,0.07863476821716897,0.04697589095788472
183,0.07713991601332458,0.04675604662632913
184,0.07751521596377167,0.04721398887406452
185,0.07867803777944946,0.046991958561207706
186,0.07850522288308347,0.047359310129087145
187,0.07803845818295566,0.04700284265095115
188,0.07859013204256844,0.04683530985247922
189,0.07797897728499299,0.04668938296003017
190,0.07891000654053189,0.04663590287616248
191,0.07825529398984152,0.04668995470026246
192,0.07816151708349209,0.04664910818227384
193,0.07766159425893722,0.04684731718413509
194,0.07754135746769635,0.046909111011739335
195,0.07743956054868516,0.04670845911505377
196,0.07696080112003904,0.0465124402823277
197,0.07793574341834843,0.0467620649881212
198,0.07720414896229978,0.04656876974166056
199,0.07765937561742724,0.047187147667711996
